アイアランド	イークィノクス	曲名は昼夜平分時という意味で、いわゆる春分や秋分を指します。曲全体がほとんどアルペジオによって支配されており、非常にアイアランドらしい雰囲気を持つ作品です。	https://youtu.be/l3QNJbgT370
アイアランド	ロンドンの夜のバラード	イギリスを代表する作曲家、アイアランドの作品。バラードと銘打たれているだけあり物語性のある作品で、霧の都ロンドンの夜の情景が目に浮かんでくるようです。	https://youtu.be/gdvU6N3TNZM
アダムス	フリジアン・ゲート	パターン化された音型が少しずつ変わっていく、ミニマル・ミュージックに分類される作品。ゲートとは、旋法や調性が急に変わることで、この作品の特徴とも言えます。	https://youtu.be/-CvtZCawxw0
アダムス	チャイナ・ゲート	美しい響きと、パターン化された音形が少しずつ変化していく様子が美しい作品です。ミニマル・ミュージックに分類される作品です。	https://youtu.be/kY1PeH9fg5A
アダムス	ハレルヤ・ジャンクション	2台ピアノのための作品で、パターン化された音形を繰り返す「ミニマル・ミュージック」に分類される、長大な作品です。近代的な響きが美しい作品です。	https://youtu.be/8_HqDjJ63fE
アディンセル	ワルソー・コンチェルト	映画「戦雲に散る曲」の主題歌として作られた、ピアノ協奏曲の形態で書かれた作品。ちなみに、最初はラフマニノフに作曲を依頼したが断られた、という経緯があったりします。	https://youtu.be/JVbCTDVe94A
アブデル・ラヒム	エジプトの民謡による変奏曲	アブデル・ラヒムはエジプトの作曲家で、ピアノの作品は多くないものの、こちらの変奏曲を作曲しています。エジプトらしい独特の雰囲気がある作品です。	https://youtu.be/gmC2Uerg240
アムラン	「武装した人」によるトッカータ	ルネサンス時代のフランスの流行歌を元にした編曲作品。2017年のヴァン・クライバーン国際コンクールの課題曲として書かれた、非常に技巧的な作品です。	https://youtu.be/mgVA1Y6Ds0Q
アムラン	パガニーニの主題による変奏曲	確かにパガニーニの主題による変奏曲ですが、突如ベートーヴェンのソナタ30番の3楽章が出て来たりと、他のさまざまな曲の主題が登場する面白い曲です。	https://youtu.be/3N1przkk5tA
アムラン	トリプル・エチュード	ショパンのエチュード3曲(Op.10-2、Op.25-4、11)が同時に演奏されます。非常に面白い曲ですが、とても弾こうという気にはなりませんね(笑)。	https://youtu.be/VecnWFSkjy4
アムラン	ティコ・ティコ・ノ・フバー	原曲はブラジルのポピュラー音楽で、耳にしたことがある人も多いと思います。アムランらしいユーモアに溢れた編曲で、途中でショパンのある曲が登場します。	https://youtu.be/EU9ecgDOaOQ
アムラン	サーカス・ギャロップ	自動演奏のために作曲された作品で、とんでもなく音数が多い作品です。ちなみに、2台ピアノや1台10手などの編曲も存在しています。	https://youtu.be/H0G5Wr9XLys
アルカン	独奏ピアノのための交響曲	「すべて短調による12の練習曲」の第4から7番は、1セットで4楽章からなる「交響曲」となっています。オーケストラ的な響きのする、聴きごたえのある作品です。	https://youtu.be/79ZNMQ4neJM
アルカン	隣村の火事	「すべて長調による12の練習曲」の第7曲。不穏で激しく技巧的な部分が、穏やかで美しい序奏と後奏に挟まれた、曲名からして独創的な作品です。	https://youtu.be/BGmeOYaExno
アルカン	独奏ピアノのための協奏曲 第3楽章	「すべて短調による12の練習曲」の第8から10番は、3楽章からなる1つの作品になっています。ピアノ協奏曲を1台で表現した作品で、大変な難曲です。	https://youtu.be/OEnfFQ7JNnE
アルカン	悲壮的な様式による3つの曲	第3曲「死せる女」を紹介します。「怒りの日」の主題の引用に始まり、非常に劇的な展開をしていき、最後は第1曲「私を愛して」の主題の回想で曲を閉じます。	https://youtu.be/mrscbFEfeP4
アルカン	グランドソナタ	1~4楽章が20~50代の各時期を表現している独創的な作品。第2楽章「30代 ファウストのように」の動画を紹介します。人気も高いですが非常に演奏困難な楽章です。	https://youtu.be/6ITmxHJhBRc
アルカン	鉄道	並外れた超絶技巧を要する作品を多く書いたことで知られる、アルカンの作品の中で最も有名な作品の一つです。ただ技巧に走っているだけでなく、描写的な作品としても完成度は高いです。	https://youtu.be/m-U_CI2G9Ng
アルカン	スケルツォ・フォコーソ	超絶技巧を要する作品を多く作曲したアルカンの作品の中でも、特に難易度が高いと言われる、恐ろしい作品です。演奏効果が凄まじく高いことは言うまでもありません。	https://youtu.be/4DqdOqP75Q0
アルカン	アレグロ・バルバロ	「すべて長調による12の練習曲」の第5曲。技巧的な作品が多いアルカンの中でも、特に技巧的な作品であるように思えます。壮絶な演奏風景をぜひご覧ください。	https://youtu.be/r49pIDj0hEI
アルカン	モロッシアのリズムで	すべて短調による12の練習曲の第2曲。非常に厳格で勇壮な雰囲気を持つ作品です。音の数が多く、弾くのは相当大変そうです。(この曲集は全体的にそうですが...)	https://youtu.be/L0zJncKPZoo
アルカン	イソップの饗宴	すべて短調による12の練習曲の第12曲。主題と25の変奏からなる変奏曲の形式で書かれた作品で、変奏によっては並外れた超絶技巧が要求されます。	https://youtu.be/SSxbao_Chq0
アルカン	序曲	すべて短調による12の練習曲の第11曲。演奏時間は15分にも及ぶ長大な作品で、ピアノ曲であることを忘れさせられるような、交響的な響きがする作品です。	https://youtu.be/6V-uLeG10z0
アルカン	夜想曲 第1番	超絶技巧のイメージが強いアルカンですが、叙情的な小品も残しています。流麗な旋律と美しい響きが魅力的な1曲です。	https://youtu.be/_Df98Djeazs
アルチュニアン	3つの音画	アルメニアを代表する作曲家、アルチュニアンの作品。「風は山を吹き抜けた」「アララト平原の夕べ」「戦士の踊り」からなります。非常に演奏効果の高い作品です。	https://youtu.be/Qv1LM_674qo
アルベニス	ナバーラ	12曲からなる組曲「イベリア」の終曲になる予定だった作品。完成を間際にしてアルベニスが世を去ってしまったため、セヴラックやボルコムといった作曲家が補筆完成しました。	https://youtu.be/uw7D68i4vXE
アルベニス	エボカシオン	スペインを代表する作曲家、イサーク・アルベニスの代表作、組曲「イベリア」の第1曲。曲名は喚起、招魂といった意味。予感に満ちた、美しい作品です。	https://youtu.be/wfCK44BxH3A
アルベニス	アルバイシン	組曲「イベリア」の第7曲。「イベリア」の中では比較的よく演奏される曲で、第12曲「エリターニャ」とともに、ドビュッシーが絶賛したことで有名です。	https://youtu.be/g_jUWqYsNzw
アルベニス	エリターニャ	12曲からなる組曲「イベリア」の終曲。明るい雰囲気のまま、息をつかせることなく突き進む様は、終曲にふさわしいと言えるでしょう。曲名はセビーリャの居酒屋の名前から。	https://youtu.be/LTQ8ISHnJBg
アルベニス	マラガ	組曲「イベリア」の第10曲。マラガとは、地中海に面するスペインの港町の名前です。目まぐるしい転調が見られ、スペインらしい自由さが感じられる曲です。	https://youtu.be/Iv2EQuTY_OE
アルベニス	港	組曲「イベリア」の第2曲。スペイン的なリズムと開放的で明るい雰囲気が魅力的な一曲。難曲揃いの「イベリア」の中では比較的易しいことなどからも、人気のある一曲です。	https://youtu.be/Hz9cZ0wOjQ0
アルベニス	アルメリア	組曲「イベリア」の第5曲。組曲の中では地味ですが、南国スペインらしい、穏やかな陽気さを持つ叙情的な作品です。「イベリア」の中では、印象派的な書法が目立つ作品です。	https://youtu.be/v_kFybySkv0
アルベニス	へレス	組曲「イベリア」の第11曲。「イベリア」の中では目立つ作品ではありませんが、この曲がアルベニスの最高傑作と言う人もたくさんいます。侘び寂びのようなものを感じる傑作です。	https://youtu.be/U1YsyCQbRQU
アルベニス	トゥリアーナ	組曲「イベリア」の前半を締めくくる傑作。フラメンコのリズムで書かれた、非常にスペイン的な作品で、技巧的にも派手なことから、単独で取り上げられる機会も多い作品です。	https://youtu.be/DtOa390LUG8
アルベニス	ロンデーニャ	「イベリア」の第4曲。南国スペインらしい、のどかで陽気な作品です。曲名は伝統的な舞曲の名前から。楽譜には6/8拍子と3/4が1小節ごとに交互に現れます。	https://youtu.be/nJr2SPLPICE
アルベニス	セビーリャの聖体祭	「イベリア」の第3曲。「ラ・タララ」という民謡の主題を使って書かれた、非常に派手で技巧的な作品で、アルベニスの「本気」を伺い知ることができる作品です。	https://youtu.be/MrKFuRElB6k
アルベニス	エル・ポーロ	組曲「イベリア」の第8曲。曲名はアンダルシア(スペイン南部)に伝わる舞曲の名前。3拍子のリズムに乗って、目まぐるしく転調しながら、民謡のような旋律が奏されます。	https://youtu.be/HdbLgKbzHV0
アルベニス	ラバピエス	組曲「イベリア」の第9曲。曲名はマドリッドの一角、ラバピエス地区から。手の交差が非常に多く、難曲揃いで有名な「イベリア」の中でも特に難しいとされる作品です。	https://youtu.be/0Qqcgj8enKo
アルベニス	ラ・ベーガ(平原)	未完の組曲、「アルハンブラ宮殿」の第1曲です。晩年に書かれた代表作、「イベリア」の直前に書かれた作品で、書法的にそれまでの作品とは一線を画する作品です。	https://youtu.be/bUbAE90xuio
イベール	フランス風	フランスの作曲家、イベールの作品。教育用の小品のような曲をたくさん作曲したイベールらしい、可愛らしく、少し洒落っ気のある小品です。	https://youtu.be/UV-ysLubVf8
イベール	物語	「物語」はフランスの作曲家、ジャック・イベールの代表的なピアノ作品で、可愛らしい短い10曲からなる組曲です。ここでは人気がある第2曲「小さな白いロバ」を紹介します。	https://youtu.be/IVOUDFHScjo
イベール	廃墟を渡る風	イベールはフランスの作曲家で、あまり知られていませんが、いくつかピアノ曲を残しています。この曲は、駆け抜ける風のような疾走感と、暗い激しさがある作品です。	https://youtu.be/KB8hQEpIBqc
イルマ	River Flows In You	韓国のピアニスト、イルマの作品。ジャンルとしてはニューエイジなどに分類される作風で、ドラマ「冬のソナタ」の挿入曲などで人気を博しました。	https://youtu.be/7maJOI3QMu0
インファンテ	エル・ビートによる変奏曲	スペインの作曲家、インファンテによる作品。ギターによる演奏などで有名なスペインの民謡、「エル・ビート」の主題に基づく変奏曲です。	https://youtu.be/Gq_ksLCS1hY
インファンテ	3つのアンダルシア舞曲	2台ピアノのための作品。スペイン的な性格が強く、演奏効果も高い派手な作品で、2台ピアノ作品の代表格的存在です。第1曲「リトモ」の演奏動画を紹介します。	https://youtu.be/lgNBhBsgWSk
ヴァイン	ピアノソナタ第1番	ヴァインはオーストラリアの現代作曲家。全2楽章からなり、特に第1楽章はよくコンクールなどで弾かれるイメージがあります。緩急の対比が極端で、非常に面白い曲です。	https://youtu.be/F89fz09pbHs
ヴィヴァロフ=加羽沢美濃	カッチーニのアヴェ・マリア	カッチーニのアヴェ・マリアはいくつかピアノ編曲がありますが、中でも人気があるのがこの編曲です。なお、有名な話ですが、カッチーニという人が作った曲ではありません。	https://youtu.be/3DtCp0Mwe_s
ヴィラ=ロボス	トリストローザ	曲名は「悲しみに満ちて」という意味。ワルツのリズムで書かれた作品で、初期に書かれたのもあって美しくわかりやすい作品です。ギター版も素敵です。	https://youtu.be/Y4OhpLgO_S4
ヴィラ=ロボス	ショーロス第5番	ヴィラ=ロボスが作曲した十数曲の「ショーロス」のうち、唯一ピアノ独奏のために書かれた作品。「ブラジルの魂」という副題がつけられています。	https://youtu.be/8QfPYtS_q8M
ヴィラ=ロボス	野生の詩	ルービンシュタインに献呈された、非常に大規模な作品(単一楽章で約18分)。現代的な和声と超絶技巧が効果的に使われた、曲名通りの雰囲気が印象的な一曲です。	https://youtu.be/tRLFy9b3jy4
ヴィラ＝ロボス	ショパン礼賛	ショパン没後100年にあたる1949年に作曲された作品。「夜想曲」と「バラード」の2曲からなり、この曲名からも明らかにショパンを意識していることが伺えます。	https://youtu.be/yKYX8cN4KSk
ヴィラ=ロボス	ブラジル風バッハ第4番	ヴィラ=ロボスが作曲した全部で9曲あるブラジル風バッハのうち、第4番だけがピアノ曲です。「前奏曲」「コラール」「アリア」「舞曲」の4曲からなります。	https://youtu.be/-gZYO1wKIgI
ヴィラ=ロボス	奥地の祭り	ブラジルの作曲家、ヴィラ=ロボスの円熟期の傑作である「ブラジルの詩」という組曲の第3曲にあたる作品です。祭りの情景を描いた、明るく派手な作品です。	https://youtu.be/meRKl1rpTOY
ヴィラ=ロボス	白いインディオの踊り	「ブラジルの詩」という組曲の終曲にあたる、かなり派手な作品。ヴィラ=ロボスは、「白いインディオ」というのは自分自身だと言っていたそうです。	https://youtu.be/fWhwZcNNXtw
ウェーバー	ピアノソナタ第1番 第4楽章	ウェーバーといえば「舞踏への勧誘」が圧倒的に人気ですが、おそらく2番目に人気なのがこの曲。「無窮動」という愛称で親しまれる、演奏効果の高い曲です。	https://youtu.be/G5QKMb2GRs4
ウェーバー	ピアノ小協奏曲	もともとは「ピアノ協奏曲第3番」として構想されていた、一続きの4つの部分からなる作品。オクターブグリッサンドが何度も登場することで有名です。	https://youtu.be/pDJO3FQers4
ウェーバー=ゴドフスキー	舞踏への勧誘	原曲はウェーバーの代表作で、ウィンナー・ワルツの先駆けとも言える作品です。音は十分に多い編曲ですが、ゴドフスキーはこの曲を2台ピアノ・3台ピアノ用にも編曲しています。	https://youtu.be/1IA5dX5rUb4
ウストヴォーリスカヤ	ピアノソナタ 第6番	ピアノを拳や腕で殴りまくるという、衝撃的な曲です。演奏している光景もなかなか衝撃的です。これほど暴力的な音楽には出合ったことがありません。	https://youtu.be/_excguxI81I
ウルマン	ヘブライ民謡による変奏曲とフーガ	強制収容所で命を落としたユダヤ人作曲家、ウルマンの最後の作品。理不尽な死を目前にしてこの曲が書かれたと知って聴けば、感動せずにはいられません。	https://youtu.be/3cYjDppPhhk
エスケシュ	二重の遊び	エスケシュはフランスのオルガニスト・作曲家。この曲は、軽快で打楽器的なリズムと、近代的な響きが特徴的な作品です。	https://youtu.be/kZ99Re9-O4o
エスプラ	スペイン風ソナタ	3楽章からなるソナタで、曲名通りのスペイン的な雰囲気が魅力的です。「ショパンへのオマージュ」という副題も付されており、第2楽章がマズルカで書かれていたりします。	https://youtu.be/Y-QxdTNeZxY
エッレル	鐘	エッレルはエストニアを代表する作曲家の一人です。この作品は、曲名通り、まさに鐘のような響きがします。マイナーですが、ラフマニノフの「鐘」に勝るとも劣らない傑作かもしれません。	https://youtu.be/Kdmdkn-UOmc
エネスク	組曲 第2番	ルーマニアの作曲家、エネスクの作品。20世紀の作品ですが、バロック時代の組曲を模した構成の作品で、第1曲の「トッカータ」が人気です。	https://youtu.be/ghymgIe6DX4
エマニュエル	ソナチネ 第2番	エマニュエルはフランス近代の作曲家で、個性的で興味深い6つのソナチネを残しています。第2番は鳥をモチーフにしており、ここでは第1楽章「うずら」をご紹介します。	https://youtu.be/BlSw5YWeKAs
エミール=ロベール・ブランシェ	古い後宮の庭で	6曲からなる組曲「トルコ」の第3曲。感傷的で異国情緒の漂う作品ですが、低音のトレモロや速弾きを駆使した技巧的な部分も目立つ作品です。	https://youtu.be/zypvsQG7eKw
エミール=ロベール・ブランシェ	トルコ狂詩曲	民族的な旋律やリズムに加え、トッカータ的な技巧的要素も目立つ作品。ピアニストとしても活躍したブランシェらしい作品です。	https://youtu.be/bxc5qXSiar4
エルガー	ソナチネ	「愛の挨拶」などで有名なエルガーの作品。姪のために書かれたため全2楽章で4分ほどと短い作品ですが、美しく心が洗われるような作品です。	https://youtu.be/NXM-Y4eriJ0
エルガー=グレインジャー	エニグマ変奏曲 より 第9変装「ニムロッド」	変奏曲の1変奏でありながら、様々な楽器のための演奏が存在し、単独で演奏される機会も多い作品。エルガー本人によるピアノ編曲もあります。	https://youtu.be/O3YY-iIESd4
エルキン	印象	トルコ5人組の一人である、エルキンの代表作の一つです。「印象」は短い11曲からなる組曲で、民族音楽的なメロディーとリズム、近代的な和声が特徴的です。	https://youtu.be/MQBexfARrpE
エルキン	ピアノソナタ	エルキンはトルコ5人組の一人で、民族的な要素を取り入れた近代的な作風が特徴の作曲家です。全3楽章からなり、構成はコンパクトでありながら聴きごたえのある一曲です。	https://youtu.be/JEc27jNDB6o
エルネスト・アルフテル	ポルトガル狂詩曲	ピアノと管弦楽のための作品で、事実上、単一の楽章からなるピアノ協奏曲です。知名度はかなり低い作品なのですが、派手でオススメの一曲です。	https://youtu.be/0d1eOfL87cw
エングルンド	序奏とトッカータ	エングルンドはフィンランドの現代作曲家。この曲は、堂々とした足取りの序奏と、それに続く打楽器的な性格のトッカータからなります。非常に演奏効果の高い作品です。	https://youtu.be/QAb6Kv_N6Ns
オーンスタイン	野生人の踊り	クラスター奏法(隣接した音をいくつも鳴らす奏法)と複雑な変拍子が多用された、面白い作品。曲名通りの、一言で言えばヤバい感じの曲ですが、一聴の価値はあります。	https://youtu.be/Ii3oEVz1rVg
オーンスタイン	飛行機に乗って自殺	意味不明な曲名ですが、かなり描写的で完成度が高い曲であるように思われます。不協和音が多用されていますが、案外不快な響きではなく、面白い曲です。	https://youtu.be/hby7Q0KFA2Q
オーンスタイン	孤独	「飛行機に乗って自殺」などの、現代的な曲が有名なオーンスタインですが、美しい曲もたくさん書いています。近代的な和声感と、どこか寂しげな響きがとても美しい曲です。	https://youtu.be/MioWCeIndhI
オーンスタイン	森の朝	レオ・オーンスタインはアメリカの現代作曲家。透明感のある近代的な響きがする、とても美しい曲です。ちなみに、楽譜は彼の公式サイトからダウンロードできます。	https://youtu.be/BL4iXqeXarA
オッフェンバック=ギンペル	海兵隊賛歌によるパラフレーズ	ウクライナのピアニスト、ギンペルの編曲作品。4分ほどの小品ですが、高度な技巧が要求される派手な作品です。アムランによる演奏が有名です。	https://youtu.be/7HBSTYEiT2o
オベール	航跡	フランスの作曲家、ルイ・オベールの作品。「海岸に」「救済」「夜に」の3楽章からなり、師匠であったフォーレや同世代の作曲家たちの影響を感じられる作品です。	https://youtu.be/Dxlmj9JBFzY
ガーシュウィン	ピアノ協奏曲	アメリカを代表する作曲家、ガーシュウィンのピアノ協奏曲。ピアノ協奏曲というと少し硬いイメージがありますが、ジャズっぽくてとてもオシャレな感じが素敵な曲です。	https://youtu.be/DxUHcXUJZgY
ガーシュウィン	3つの前奏曲	「ラプソディー・イン・ブルー」などで有名なガーシュウィンのピアノソロ曲。ジャズっぽいリズムと和声が、なかなかイイ感じです。ちなみに連弾版もあります。	https://youtu.be/YLzXm984h54
カーニス	スーパースター・エチュード 第1番	グリッサンドやクラスター、オクターブ連打などが多用された面白い作品です。グリッサンドをしながら叫ぶラストは必見です。	https://youtu.be/w8npvHgJMMY
カウエル	3つのアイルランドの伝説	アメリカの作曲家、カウエルの作品。腕や手などで近接した音をいくつも鳴らす、クラスターが効果的に多用されている作品です。ピアノの無限の可能性を感じます。	https://youtu.be/Y4TQosZe_IM
カジュガリエフ	ピアノ協奏曲 第2番	カザフスタンの作曲家、カジュガリエフの代表作の一つ。不協和音を多用した、推進力のある作品で、民族的音楽的な要素も強いのが特徴。非常に面白い作品です。	https://youtu.be/poIaqH6kImE
カスキ	夜の海辺にて	フィンランドの作曲家、ヘイノ・カスキの代表作の一つ。どこか陰鬱でありながら、とても美しいメロディーが印象的な、夜想曲のような曲想を持つ作品です。	https://youtu.be/XDsRvOxYPMg
カスキ	秋の朝	曲名通りの、少し涼しげな雰囲気の作品です。それにしてもYoutubeでカスキと検索すると日本人の演奏ばかり出てくるのは不思議です。ちなみにカスキはフィンランド人です。	https://youtu.be/04cBtXmOjFw
カスキ	激流	フィンランドの作曲家、ヘイノ・カスキの代表作。原題はパンカ急流という急流の名前であり、「激流」は意訳に近いものです。日本の小学生や中学生がよく弾くようです。	https://youtu.be/fULaShv8uec
カステレード	セロニアス・モンクを讃えて	セロニアス・モンクはアメリカのジャズピアニスト。自由で即興的な雰囲気の「肖像画」と一貫したリズムに乗り突き進む「黙示的ロック」の2曲からなります。	https://youtu.be/n7fPSTdX8RM
カズラエフ	ロマンチックなソナチネ	アゼルバイジャンの作曲家、ムラド・カズラエフの作品。全3楽章からなる作品で、形式は古典的ですが、独特の和声感が印象的です。	https://youtu.be/Xtei2s49igY
カゼッラ	トッカータ	カゼッラはイタリアの作曲家で、ピアノ曲も多く残しています。打楽器的な要素が強い作品ですが、流麗なメロディーも特徴的な作品です。	https://youtu.be/xI7vchMrjzM
カトワール	瞑想	4つの小品 Op.12の第2曲。カトワールの後期の作品の中には調性を離脱したようなものも見られますが、前期に書かれたこの作品は、非常に流麗で美しい作品です。	https://youtu.be/Zd3sKL45-hE
カプースチン	8つの演奏会用エチュードより「フィナーレ」	8つの演奏会用エチュードの最後を飾る派手な作品。ハッチポッチステーションの曲に似ているということで話題になったことがあります。	https://youtu.be/92X-JlUMrxo
カプースチン	変奏曲	作品番号でいうと、有名な「8つの演奏会用練習曲」の次にあたる作品です。カプースチンの作曲技法の全てが詰め込まれた作品、と言っても過言ではなさそうな名曲です。	https://youtu.be/mohfacoXbmA
カプラーロヴァー	4月の前奏曲	チェコの女流作曲家で、夭折したため作品は少ないですが、ピアノ作品全集も録音されています。独特の雰囲気の作品です。	https://youtu.be/09wcAv1umG8
カラマーノフ	廃寺	カラマーノフは旧ソ連の作曲家。作品の数は多いですが、当局との対立ゆえに無名の作曲家でした。この曲は、神秘的でどこか寂しげな光景が目に浮かぶような名曲です。	https://youtu.be/me627ci9tvc
カリンニコフ	エレジー	ロシアの作曲家、カリンニコフのピアノ作品の中ではおそらく最も有名なものです。ロシア民謡のような濃厚なロマンチズムに満ちた、どこか哀しげで美しい作品です。	https://youtu.be/K5rUev_VAmw
ガルータ	ピアノ協奏曲	ラトビアの女性作曲家、ガルータの作品。同じ嬰ヘ短調で書かれた、スクリャービンのピアノ協奏曲に近い雰囲気があります。知名度は低いですが、素晴らしい作品だと思います。	https://youtu.be/I0iaMpJ8-iI
キーボー	be still	白鍵の和音のみで構成された、非常に静謐な雰囲気の作品です。2016年に作曲された、70分と長大な演奏時間を要する作品です。	https://youtu.be/CnqnJemM--c
キュイ	夜想曲 Op.22-3	キュイはロシア五人組の一人ですが、毒舌で人望がなかったらしく、その中で最もマイナーな存在です。ですが実は、この曲のように素敵な曲をいくつも残しています。	https://youtu.be/vJjDSd2i4VI
ギロック	抒情小曲集	ショパンの24の前奏曲と同じ調の24曲からなる作品。どの曲も1分程度ですが、通奏した動画がなかったので、ここでは15曲目の「セレナード」を紹介したいと思います。	https://youtu.be/5710ufzG_BI
グァスタヴィーノ	ラプラタ川のロマンス	アルゼンチンの作曲家、グァスタヴィーノのピアノ連弾のための作品。全3楽章からなります。「ロマンス」というタイトルがぴったりな、流麗で美しい作品です。	https://youtu.be/Zw2v2i_ifcI
グーセンス	自然詩	オーストラリアの作曲家、グーセンスの作品。「目覚め」「牧歌」「バッカスの踊り」の3曲からなります。ドビュッシーなどの影響を伺わせる、近代的な響きが美しいです。	https://youtu.be/uht7EvWclBQ
